epoch,dense_1_accuracy,dense_1_loss,dense_2_accuracy,dense_2_loss,dense_accuracy,dense_loss,loss,val_dense_1_accuracy,val_dense_1_loss,val_dense_2_accuracy,val_dense_2_loss,val_dense_accuracy,val_dense_loss,val_loss
0,0.3968661427497864,1.1515631675720215,0.3997875452041626,1.172256350517273,0.673424243927002,0.6573265194892883,2.981146812438965,0.41223958134651184,1.0837876796722412,0.42526042461395264,1.0821207761764526,0.684374988079071,0.629557192325592,2.7954647541046143
1,0.422838419675827,1.092121958732605,0.42248404026031494,1.0924793481826782,0.684798002243042,0.6300318837165833,2.8146331310272217,0.4286458194255829,1.086496353149414,0.4361979067325592,1.0844320058822632,0.6875,0.624775767326355,2.795703649520874
2,0.4277108311653137,1.0817832946777344,0.42558470368385315,1.083500862121582,0.686392605304718,0.6255298256874084,2.790815591812134,0.4346354305744171,1.0826231241226196,0.43177083134651184,1.08306884765625,0.6875,0.626460611820221,2.7921528816223145
3,0.4284195601940155,1.0787380933761597,0.4315201938152313,1.0770394802093506,0.6879872679710388,0.6239058375358582,2.779684543609619,0.43802082538604736,1.0784900188446045,0.4325520694255829,1.0932952165603638,0.6875,0.6269496083259583,2.798736333847046
4,0.4315201938152313,1.0755301713943481,0.43843019008636475,1.069431185722351,0.6875442862510681,0.6227207779884338,2.7676827907562256,0.4364583194255829,1.0803335905075073,0.4359374940395355,1.1073647737503052,0.6875,0.626496434211731,2.814194917678833
5,0.431874543428421,1.073135256767273,0.45251595973968506,1.05691397190094,0.6877214908599854,0.621140718460083,2.7511894702911377,0.4348958432674408,1.0810914039611816,0.4372395873069763,1.0977559089660645,0.6859375238418579,0.6323755979537964,2.811223030090332
6,0.4317859709262848,1.0715346336364746,0.4658929705619812,1.0428112745285034,0.6873671412467957,0.6203754544258118,2.7347209453582764,0.4346354305744171,1.0859934091567993,0.4351562559604645,1.1260895729064941,0.6861979365348816,0.6319248676300049,2.8440072536468506
7,0.4348866045475006,1.0689481496810913,0.48733168840408325,1.0204228162765503,0.6876328587532043,0.6189414262771606,2.7083120346069336,0.42578125,1.0893765687942505,0.4320312440395355,1.1133825778961182,0.6875,0.6284027099609375,2.8311610221862793
8,0.4351523816585541,1.067114233970642,0.5118710398674011,0.9970331788063049,0.6868355870246887,0.6181288361549377,2.6822760105133057,0.4234375059604645,1.0890854597091675,0.43151041865348816,1.1647047996520996,0.6880208253860474,0.6272106766700745,2.8810014724731445
9,0.43851879239082336,1.0636041164398193,0.5359674096107483,0.9704041481018066,0.686924159526825,0.6165611147880554,2.6505696773529053,0.3908854126930237,1.0951350927352905,0.4307291805744171,1.1805751323699951,0.6877604126930237,0.6305665373802185,2.9062769412994385
10,0.44188517332077026,1.0612857341766357,0.5580261945724487,0.937669575214386,0.6871013641357422,0.6150705218315125,2.6140265464782715,0.38359373807907104,1.0941450595855713,0.4065104126930237,1.2242473363876343,0.6875,0.6303334832191467,2.948725700378418
11,0.4404677450656891,1.0592308044433594,0.5839830040931702,0.8989526033401489,0.6867470145225525,0.6134533882141113,2.5716359615325928,0.4270833432674408,1.0881596803665161,0.3333333432674408,1.3458898067474365,0.6833333373069763,0.6317879557609558,3.065838098526001
12,0.4489723742008209,1.054347276687622,0.618001401424408,0.8343944549560547,0.6872785091400146,0.6113227009773254,2.5000648498535156,0.39661458134651184,1.094221830368042,0.34947916865348816,1.6453311443328857,0.6861979365348816,0.6323182582855225,3.371870517730713
13,0.45207300782203674,1.0486301183700562,0.6657512187957764,0.7628240585327148,0.6875442862510681,0.6091311573982239,2.4205849170684814,0.33776041865348816,1.1156365871429443,0.30078125,2.6151318550109863,0.6872395873069763,0.6304434537887573,4.361210823059082
14,0.4617292582988739,1.0425819158554077,0.6994153261184692,0.6987906098365784,0.6868355870246887,0.6060936450958252,2.3474655151367188,0.3518229126930237,1.115435004234314,0.29895833134651184,2.211348056793213,0.688281238079071,0.6362391710281372,3.9630210399627686
15,0.46801912784576416,1.0371415615081787,0.7145641446113586,0.6605275273323059,0.6868355870246887,0.6029637455940247,2.300633192062378,0.3786458373069763,1.1108965873718262,0.35104167461395264,1.9428679943084717,0.6703125238418579,0.651347815990448,3.7051126956939697
16,0.4753720760345459,1.0285975933074951,0.7481396198272705,0.5917156934738159,0.6878100633621216,0.5993400812149048,2.219653606414795,0.37968748807907104,1.1214112043380737,0.3713541626930237,2.3390073776245117,0.610156238079071,0.6672544479370117,4.1276726722717285
