epoch,dense_1_accuracy,dense_1_loss,dense_2_accuracy,dense_2_loss,dense_accuracy,dense_loss,loss,val_dense_1_accuracy,val_dense_1_loss,val_dense_2_accuracy,val_dense_2_loss,val_dense_accuracy,val_dense_loss,val_loss
0,0.08694909512996674,2.8414628505706787,0.059275709092617035,3.3635315895080566,0.28544583916664124,1.7499816417694092,7.95497465133667,0.08090873062610626,2.8295772075653076,0.06297329813241959,3.3037989139556885,0.26225587725639343,1.7287150621414185,7.862090110778809
1,0.09224461764097214,2.8121390342712402,0.06627946346998215,3.2656397819519043,0.2902289032936096,1.734393835067749,7.81217098236084,0.07971303164958954,2.957703113555908,0.05858907848596573,3.3387773036956787,0.3009167015552521,1.817682147026062,8.114163398742676
2,0.09104885905981064,2.7913708686828613,0.06696276366710663,3.244044542312622,0.29125383496284485,1.7218775749206543,7.757296085357666,0.08011160045862198,2.9769043922424316,0.060183338820934296,3.34765625,0.2809884548187256,1.7824509143829346,8.107009887695312
3,0.09924837946891785,2.772566795349121,0.07669968903064728,3.2157695293426514,0.30064913630485535,1.7081581354141235,7.696495532989502,0.08768433332443237,2.8487768173217773,0.05938620865345001,3.2995197772979736,0.29573535919189453,1.7256641387939453,7.87396240234375
4,0.10232319682836533,2.744868755340576,0.08865732699632645,3.16231632232666,0.30833616852760315,1.6914467811584473,7.598628997802734,0.0908728539943695,2.844951629638672,0.05699481815099716,3.3045897483825684,0.2885611653327942,1.729645013809204,7.879186630249023
5,0.11581824719905853,2.7086687088012695,0.10932695865631104,3.0872867107391357,0.3132900595664978,1.6728315353393555,7.468786716461182,0.07214029133319855,2.8828840255737305,0.060183338820934296,3.329829692840576,0.2774013578891754,1.7548086643218994,7.967525482177734
6,0.13409633934497833,2.6681087017059326,0.14212504029273987,2.9980335235595703,0.32371029257774353,1.6523810625076294,7.318522930145264,0.07532881945371628,2.8989193439483643,0.06257472932338715,3.3675124645233154,0.25866878032684326,1.7751076221466064,8.041539192199707
7,0.15920737385749817,2.6258842945098877,0.17868123948574066,2.9013490676879883,0.3337888717651367,1.6313045024871826,7.1585373878479,0.08369868248701096,2.9029126167297363,0.06377042829990387,3.3960683345794678,0.26624152064323425,1.7783427238464355,8.077322006225586
8,0.17628972232341766,2.584959030151367,0.2131875604391098,2.809237003326416,0.34608814120292664,1.6091197729110718,7.00331449508667,0.0765245109796524,2.916058301925659,0.05938620865345001,3.4425225257873535,0.2514946162700653,1.8028990030288696,8.161480903625488
9,0.19098052382469177,2.550938844680786,0.23112401366233826,2.7333195209503174,0.35121285915374756,1.5934324264526367,6.877691268920898,0.07891590148210526,2.9626638889312744,0.05579912289977074,3.549164056777954,0.26066163182258606,1.8064757585525513,8.318304061889648
10,0.20208404958248138,2.5171144008636475,0.25367268919944763,2.6599998474121094,0.36060813069343567,1.5753803253173828,6.752492904663086,0.07532881945371628,3.0430386066436768,0.06098046898841858,3.737403154373169,0.22439219057559967,1.8662636280059814,8.64670467376709
11,0.21540826559066772,2.489403009414673,0.26819267868995667,2.5911507606506348,0.36829519271850586,1.563269853591919,6.643823146820068,0.06735751032829285,3.0993542671203613,0.06377042829990387,3.8898823261260986,0.22518931329250336,1.919327974319458,8.908564567565918
12,0.23129484057426453,2.440566062927246,0.3115818202495575,2.47253155708313,0.3862316310405731,1.5332257747650146,6.446319580078125,0.08170586079359055,3.180215835571289,0.05181347206234932,4.113725185394287,0.26345157623291016,2.0903961658477783,9.384336471557617
13,0.25298941135406494,2.379631280899048,0.3568500280380249,2.3213260173797607,0.40297234058380127,1.4967782497406006,6.1977338790893555,0.08688720315694809,3.3803091049194336,0.055400557816028595,4.697262287139893,0.25667595863342285,2.2881627082824707,10.36573600769043
14,0.26306799054145813,2.3244717121124268,0.3775196373462677,2.204462766647339,0.4174923002719879,1.4620022773742676,5.990937232971191,0.08250299096107483,3.4513747692108154,0.05579912289977074,4.902807712554932,0.27222001552581787,2.320638418197632,10.674820899963379
15,0.2885206639766693,2.2488839626312256,0.42073795199394226,2.044665813446045,0.43491628766059875,1.4156997203826904,5.709249496459961,0.08330012112855911,3.721039056777954,0.055400557816028595,5.375706672668457,0.23156635463237762,2.540855646133423,11.637601852416992
16,0.3196105360984802,2.168412208557129,0.4680560231208801,1.8827990293502808,0.4641270935535431,1.3580831289291382,5.409295558929443,0.09326425194740295,3.7889068126678467,0.0478278212249279,6.456446170806885,0.23595057427883148,2.485300064086914,12.730650901794434
17,0.34950461983680725,2.06988263130188,0.5124701261520386,1.691701889038086,0.49777930974960327,1.295782446861267,5.057368278503418,0.08090873062610626,4.62206506729126,0.05221203714609146,9.110225677490234,0.26225587725639343,3.3920555114746094,17.124343872070312
18,0.38708576560020447,1.9719040393829346,0.5729416012763977,1.5280944108963013,0.5305773615837097,1.226619839668274,4.726617813110352,0.0888800323009491,5.039929389953613,0.05619768798351288,10.035590171813965,0.2542845606803894,3.6739654541015625,18.749483108520508
19,0.4098052680492401,1.8938709497451782,0.5872907638549805,1.4347541332244873,0.5481721758842468,1.1778528690338135,4.506478786468506,0.07811877131462097,4.611202716827393,0.04025508090853691,7.090735912322998,0.29493823647499084,3.370506763458252,15.07244873046875
